user_id,steam_id,playtime_forever,id
JesusAndNiggas,76561198128375481,5699,4000
76561198067193698,76561198067193698,2307,240
PresidentialHomo,76561198087912023,5350,70
Ichorus,76561198055569114,638,220
76561198001264560,76561198001264560,186,9860
76561198050017520,76561198050017520,216,22370
maninipuncakes,76561198066053433,155,4000
Gazza9900,76561198081377130,835,240
reijimate,76561198110669976,6085,4000
wiglegza,76561198091608459,12170,4000
GC_Quad,76561198097421025,141,4000
76561198022149086,76561198022149086,0,0
adrianhogan,76561198040647320,482,4000
OzGex,76561198003867394,0,0
OneandOnlySwagKing,76561198041473459,11278,4000
gedehamsen08,76561198095423189,1444,3830
76561198036950468,76561198036950468,888,4000
kanthius,76561197991609616,221,6880
moistflaps,76561198057620781,57,240
Gee3332,76561198070199437,1,1200
godberry,76561197995760938,0,0
shumting,76561198076191640,184,17390
76561197984077872,76561197984077872,0,300
76561198068555014,76561198068555014,506,4000
genArc,76561197993642189,0,0
76561198153259448,76561198153259448,1868,550
76561197998925934,76561197998925934,789,240
76561198049882154,76561198049882154,0,4000
fakesmg4,76561198073671918,46502,4000
Sugarcane,76561198035601098,0,20
generalbutface,76561198082280708,303,105600
76561198007277781,76561198007277781,533,3920
76561198033233200,76561198033233200,3,4540
76561198067872136,76561198067872136,149,220
GenericNerd,76561198014960129,867,4000
76561197969946076,76561197969946076,15345,10
HourlyCookie,76561198041738852,3810,3910
76561198001508595,76561198001508595,1127,220
cheeley,76561197976058378,695,220
76561198089660885,76561198089660885,265,4000
76561198096660852,76561198096660852,2831,550
76561198050723809,76561198050723809,1525,204300
76561198022148624,76561198022148624,2421,240
76561198064384122,76561198064384122,34,4000
76561198027548818,76561198027548818,1522,220
76561198081680613,76561198081680613,1010,4000
ninos7,76561197983889688,0,0
geochime77,76561198066541562,129,35700
geodoomcraft,76561198041869657,43,50
76561198071863015,76561198071863015,0,0
geoskio,76561198084307498,799,220
76561198086545438,76561198086545438,0,205790
76561198049424642,76561198049424642,21264,4000
76561198262719220,76561198262719220,1,268850
76561198046976160,76561198046976160,91,220
georgemar323,76561198003621347,62,240
76561198036127792,76561198036127792,824,220
GEORGEOUSCZ,76561198037197339,32,1200
76561198082344629,76561198082344629,0,0
76561198134334226,76561198134334226,56,240
76561198093198107,76561198093198107,600,550
Gywnbleidd,76561198084108091,307,220
76561198062915082,76561198062915082,0,205790
76561198025607025,76561198025607025,0,0
xXGeronimo,76561198052710344,26,240
76561198067914627,76561198067914627,1369,300
76561198099104920,76561198099104920,0,0
wantedsexsobad,76561198073156173,0,0
76561198100013289,76561198100013289,72,264360
jykeys,76561198071150038,0,0
76561198085432440,76561198085432440,3665,4000
76561198061509352,76561198061509352,389,4000
76561198044861885,76561198044861885,0,46540
9k42c60d,76561198066160942,0,0
76561198041633458,76561198041633458,5997,240
mathewwest1010k,76561198062693169,20,240
76561198051582488,76561198051582488,40,240
76561198135174028,76561198135174028,477,24800
76561198054552334,76561198054552334,0,0
76561198073209907,76561198073209907,0,2820
76561198089703993,76561198089703993,8397,105600
regalgjblue,76561198051450225,994,300
sergioleone,76561198071627536,0,0
76561198062979235,76561198062979235,4582,4000
76561198028732629,76561198028732629,14191,22380
76561198056699272,76561198056699272,0,0
76561198079463900,76561198079463900,4313,4000
76561198101422477,76561198101422477,1,240
76561198078321910,76561198078321910,237,17300
76561197968410244,76561197968410244,0,0
76561197994013586,76561197994013586,0,0
tjwellman,76561198073616273,15354,4000
jon4hh,76561198142157665,53,4000
ghosts1,76561198023933237,15,240
76561198068608586,76561198068608586,0,205790
76561198072365224,76561198072365224,1100,4000
76561198080302623,76561198080302623,1116,240
thekangacommando,76561198086113661,0,220
76561198077667505,76561198077667505,0,0
76561198006261864,76561198006261864,17,240
76561198083781958,76561198083781958,26094,240
76561198050683479,76561198050683479,5441,4000
leandrogomez,76561198102166338,64,212800
Gienel,76561198018354298,13703,550
76561198020361485,76561198020361485,498,240
LuvTehCookies,76561198041554311,0,0
76561198019586980,76561198019586980,132,28050
Gigs44,76561198089480026,344,4000
76561198069834301,76561198069834301,76,13210
jasoma,76561198077984620,997,42680
76561198026468073,76561198026468073,455,4000
chillio,76561198060816654,0,2100
gilly747,76561198065377860,522,4000
Gilsham,76561197992074352,77,300
darckbrgamer,76561198092719915,6174,8980
76561197965610401,76561197965610401,0,0
76561198049946995,76561198049946995,20,1520
Ginger_Khan,76561198091762705,57,2280
76561198014031149,76561198014031149,31616,240
76561198074735312,76561198074735312,637,7670
ginger_ginger,76561198144642537,0,4000
76561198090917183,76561198090917183,159,42910
76561198089355998,76561198089355998,5560,4000
HaoPhung,76561198045266254,901,4000
girodata,76561198005978117,906,10
Joshooaa,76561198037427211,759,220
76561198081717091,76561198081717091,2050,4000
76561198046091430,76561198046091430,0,0
76561198013535273,76561198013535273,25606,240
123232343432555686888554456555,76561198068789635,76,240
76561198057933467,76561198057933467,327,12120
GL0Wing,76561198061646560,2685,4000
76561198043573532,76561198043573532,120,240
The_GLaDOS_Gamer,76561198096037542,1,240
GLADTOHELP,76561198047640810,12,8140
Smiley_Riley02,76561198123665771,18819,4000
76561198136097101,76561198136097101,80,220
76561198065212900,76561198065212900,28,240
76561198025751565,76561198025751565,0,0
gligor,76561197968259195,2840,10
76561198069082998,76561198069082998,623,24240
buddy2k6,76561198033357511,201,4000
76561198092989777,76561198092989777,0,0
evilcow156,76561198042988240,54,10
76561198058621408,76561198058621408,683,240
glovebox77,76561198096900327,666,2100
glynd,76561197962452002,3,10
gmaster5510,76561198013882090,0,0
76561198031693155,76561198031693155,0,0
76561197971634172,76561197971634172,42,10
76561198040344538,76561198040344538,101,240
ratgnomekingkeem,76561198119083914,1518,4000
76561198094044869,76561198094044869,48,10180
skylordjosh,76561198069155682,0,0
adenkennelly,76561198046429884,11258,4000
htkbr98,76561198062479087,6763,4000
gohardinthebrown,76561198087977662,2227,240
76561198057307730,76561198057307730,176,240
76561198068564533,76561198068564533,17624,4000
76561198065695402,76561198065695402,1215,220
Jellyyfishy,76561198034469751,280,4000
76561198052489047,76561198052489047,80,42910
YOUREALLCUNTS,76561198058103056,0,240
76561198073688203,76561198073688203,0,3920
17731773,76561198056928469,3113,620
GOBS14,76561198011805535,56,220
76561198053131374,76561198053131374,90,500
76561198061021230,76561198061021230,280,6860
76561198061021230,76561198061021230,280,6860
fookaijun32,76561198147889576,0,205790
fishcheese,76561198029194509,399,240
76561198094506526,76561198094506526,2274,4000
76561198104750935,76561198104750935,7206,4000
76561198046516793,76561198046516793,264,240
76561198070621937,76561198070621937,2901,4000
kemkemistry2000,76561198020311234,0,0
76561197989466381,76561197989466381,0,10
76561198003797639,76561198003797639,0,20
76561198083801480,76561198083801480,7344,4000
ThatGuyHasReturned,76561198071455560,9506,4000
NickMagnus,76561198021611368,4,300
76561198079641567,76561198079641567,489,240
Khaooschannel,76561198095323017,321,130
DarkDwaler,76561198017756370,12818,240
76561198060905444,76561198060905444,10,4000
nksjdbjkdhbdihyvib,76561198065648552,3248,4000
76561198067724066,76561198067724066,0,0
76561198062377616,76561198062377616,5180,105600
azza213,76561197976668781,34,10
bazz1911,76561198041019566,0,0
76561198089229212,76561198089229212,3806,4000
saturnyplace,76561198034952648,893,220
lividos,76561198004584008,0,220
76561198085686437,76561198085686437,3672,4000
76561198048230501,76561198048230501,1864,240
76561198083941171,76561198083941171,1515,4000
76561198077275799,76561198077275799,1962,3920
76561198042535860,76561198042535860,0,0
76561198097237279,76561198097237279,0,205790
76561198050452751,76561198050452751,697,220
76561198062736845,76561198062736845,2068,34330
76561198066668289,76561198066668289,0,0
76561198048557313,76561198048557313,34,10
76561198025028245,76561198025028245,175,20
76561198035448798,76561198035448798,0,4000
76561198080070794,76561198080070794,0,0
76561198050501065,76561198050501065,0,12100
76561198089724894,76561198089724894,552,220
MaccanB,76561198093273530,199,4000
halofan360,76561198055380421,236,300
76561198103433951,76561198103433951,7511,4000
76561198045715695,76561198045715695,7,240
dapperlook,76561198028579224,146,240
GoodSirMortimer,76561198082957932,894,3920
goofytim,76561198032893135,0,2100
76561198131417376,76561198131417376,2555,4000
76561198040783718,76561198040783718,43196,240
76561198075435799,76561198075435799,2679,4000
drhax173,76561198027050191,98,240
godfreyy,76561198040770926,25,300
76561198054691172,76561198054691172,57,240
foxlets,76561198049018315,3857,4000
pureaussie,76561198044656899,0,0
76561198046448919,76561198046448919,0,2400
goose01,76561198051832697,8254,4000
76561198052668944,76561198052668944,1409,240
76561198057453677,76561198057453677,379,8140
71124,76561198076767407,86,220
76561198077294556,76561198077294556,0,0
76561198001462907,76561198001462907,108,10
theghostofbowie,76561198041552733,201,220
76561198077903313,76561198077903313,1267,4000
76561198041351258,76561198041351258,18,44100
76561198057970914,76561198057970914,135,220
ebil6177,76561198079790396,122,3920
Gormagone,76561198033347425,0,0
76561198079339807,76561198079339807,32,240
76561198074508314,76561198074508314,38,20
r4p3f4c3,76561197993080058,308,7110
76561198072829528,76561198072829528,315,730
1234566678690,76561198015815110,0,0
76561197982844822,76561197982844822,0,0
Name_not_found,76561198049866233,873,220
76561198091081910,76561198091081910,18615,4000
76561198054216024,76561198054216024,2962,1250
Vyndoril,76561198040774608,14,10
chamith,76561198051146893,11144,105600
WaddleDaisy,76561198047241493,2695,4000
Rotomaniac,76561198054394195,0,3830
chick3n-sam,76561198069924949,57284,4000
SIEGHEILGRAMMAR,76561198014629046,322,4000
lachlan321,76561198063807609,84,240
76561197963549028,76561197963549028,1470,10
GrandMasterShadow,76561198054211086,0,0
76561198044114723,76561198044114723,1839,4000
76561198081095312,76561198081095312,0,0
76561198069896099,76561198069896099,1777,4000
grant186,76561198077267635,8847,4000
76561198069992668,76561198069992668,7131,4000
76561197977470391,76561197977470391,63,10
absray,76561198007816389,0,0
farquadspenis,76561197972380658,1810,220
grasp544,76561198076486954,215,2400
Gravalanch,76561198025067937,2320,240
gravalteration,76561198051031274,14,240
tom1rox,76561198062588971,0,0
76561198020281399,76561198020281399,12789,240
76561198042376148,76561198042376148,0,300
2greasy,76561198069153883,391,12200
76561198058242285,76561198058242285,45,240
2greasy,76561198069153883,391,12200
76561198058242285,76561198058242285,45,240
OATTT,76561198096769866,2901,4000
76561198032836473,76561198032836473,0,0
123456789874561232145678,76561198056536128,463,3830
76561197966165673,76561197966165673,0,10
76561198079651012,76561198079651012,13833,4000
GamerGee,76561197990026485,8415,240
greenfuzzie23,76561198166508960,1885,4000
76561198092644744,76561198092644744,1527,4000
76561198029225542,76561198029225542,168,13210
Gr33nY-13,76561198048184661,0,0
76561198120774355,76561198120774355,1,204630
Jessy1237,76561198027788067,27,1200
greggreggreg,76561198084128741,38,33910
76561198019796611,76561198019796611,163,2600
76561197972272303,76561197972272303,0,0
hydesotherhalf,76561198086108328,85,3320
76561197985250410,76561197985250410,502,220
DrGrex,76561198104369998,0,205790
76561198098920303,76561198098920303,42435,4000
76561198100094390,76561198100094390,12333,4000
76561198016596434,76561198016596434,0,0
grim1928,76561198084983396,0,20
gru69,76561198086149422,60,6880
76561198042913128,76561198042913128,0,2100
76561198065918572,76561198065918572,307,300
76561198065084226,76561198065084226,0,0
Grimloch08,76561198079341197,843,240
aceshot5,76561198070684544,11140,4000
76561197997860947,76561197997860947,48,6980
76561197991992793,76561197991992793,17,70
76561198025890227,76561198025890227,0,0
76561198022915154,76561198022915154,1921,240
Grimsolo,76561198047912892,290,70
76561198085679048,76561198085679048,587,23310
76561198096869104,76561198096869104,140,304930
76561198070576961,76561198070576961,0,0
76561198073846178,76561198073846178,108,220
gristy,76561197960367945,362,10
76561198009848111,76561198009848111,12505,3920
76561198038665169,76561198038665169,357,240
Veelee,76561198016983001,543,10
groggubus,76561197966574504,0,10
76561198085780775,76561198085780775,961,220
76561198072465460,76561198072465460,38,4000
76561198078595101,76561198078595101,174,220
76561198054782837,76561198054782837,0,10
76561198034671342,76561198034671342,12412,4000
cheesenot,76561198094895884,0,23490
Turb0Charged13,76561198216568309,500,4000
imsodonionringsrightnow,76561198067438863,0,220
76561197993705839,76561197993705839,1,4540
76561198004581192,76561198004581192,88,320
Sir_Incognito,76561198089996973,1360,240
GruzzlyBear,76561198111187876,11,220
76561197995571962,76561197995571962,0,0
76561198075654299,76561198075654299,0,0
gtfomylife,76561198011372474,0,20
76561198072332712,76561198072332712,1017,4000
76561198060502143,76561198060502143,1198,220
Terenator,76561198059637321,504,300
jumby109,76561198029914077,428,240
mrasmus10,76561198042512876,0,50
76561198077262354,76561198077262354,0,0
GAKMAKMAK,76561198086225182,301,24240
76561198095102665,76561198095102665,1535,4000
GULARIES,76561198041687945,1116,12120
76561198076519474,76561198076519474,2469,4000
76561198088648665,76561198088648665,0,0
76561198047244034,76561198047244034,620,220
GUN5_0N_WH33L5,76561198057998681,4920,4000
76561198065996814,76561198065996814,116,42680
jinetixd,76561198035725502,2594,4000
Nonono07,76561198026118288,3,23310
76561198028289393,76561198028289393,27,10180
76561197978235192,76561197978235192,3953,10
BringensiemirFegelein,76561198053293396,0,205790
Gunnerguy44,76561198051017312,957,4000
76561198069758467,76561198069758467,1059,4000
Playerize,76561198084505801,39,10
Kurtz70,76561198033277907,0,1200
76561198060334506,76561198060334506,0,220
XtremePrimus,76561197970686143,280,10
nipplelicker4000,76561197971436764,3923,220
GuruHumdyMumdy,76561198053940281,344,240
angusstew,76561198280944596,4389,4000
Gusmun,76561198077194142,618,4000
76561198005889349,76561198005889349,441,240
76561198064858128,76561198064858128,878,4000
76561198009887832,76561198009887832,4574,220
hmphhh,76561198004438825,194,300
Noahy,76561198054697774,102,220
Thuum,76561198096358457,0,500
GuyincognitoTheAwesome,76561198058643849,574,240
