genres,title,release_date,price,id,developer
"Indie, Strategy",Galactic Civilizations III - Revenge of the Snathi DLC,2015-09-10,3.99,395990,Stardock Entertainment
Casual,Ringies,2008-07-15,3.99,394480,Mini IT
"Action, Simulation, Sports",Winter Sports Trilogy Super Pack,2007-01-01,6.99,374090,49 Games
"Action, Adventure",Naught Reawakening,2015-09-10,9.99,347080,Wild Sphere
"Adventure, Casual",Queen's Quest: Tower of Darkness,2015-09-10,9.99,390200,Brave Giant LTD
"Action, Indie",Driveby Gangster,2015-09-08,3.99,401780,Verto Studio LLC
"Indie, Simulation, Strategy",Fate Tectonics - OST,2015-09-10,0.99,401580,Robby Duguay
"Adventure, Indie",BlackShadows,2014-07-01,2.99,398210,IceGames Studios
"Action, Adventure, Indie",Troubles Land,2015-09-11,4.99,397240,ENKSoft
"Indie, RPG",Undertale,2015-09-15,9.99,391540,tobyfox
Strategy,Total War: ATTILA - Empires of Sand Culture Pack,2015-09-15,7.99,343463,Creative Assembly
"Indie, RPG",UNDERTALE Soundtrack,2015-09-15,9.99,391570,tobyfox
"Casual, Indie, Strategy",Quip Pack 1,2015-09-15,0.99,359570,"Jackbox Games, Inc."
"Action, Indie",Superstatic,2015-09-15,4.99,375290,Sleepy Studios
"Action, Indie",Superstatic - Soundtrack,2015-09-15,2.99,380640,Sleepy Studios
"Action, Adventure, Indie, RPG",Bass Blocks,2015-09-15,4.99,400220,Paul Cooney
"Casual, Simulation",Rocksmith® 2014 – The Doors - “Break on Through (to the Other Side)”,2015-09-15,2.99,369821,Ubisoft - San Francisco
"Action, Indie",Aerannis,2015-09-15,4.99,356580,ektomarch
"Casual, Simulation",Rocksmith® 2014 – The Doors - “L.A. Woman”,2015-09-15,2.99,369822,Ubisoft - San Francisco
"Action, Casual, Indie",Galagan's Island: Reprymian Rising OST,2015-09-15,1.99,403280,Skinny Jean Death Studios
"Casual, Simulation",Rocksmith® 2014 – The Doors Song Pack II,2015-09-15,7.99,369823,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The Doors - “People Are Strange”,2015-09-15,2.99,369820,Ubisoft - San Francisco
"Action, Adventure, Casual, Indie, Simulation, Strategy",Yargis - Extra ships / Extra items,2015-09-15,4.99,402950,PlazSoft
"Indie, Strategy",Arcane Sorcery,2015-09-15,4.99,397870,Andrew Rowe
"Casual, Indie",Energy Balance Soundtrack,2015-09-15,0.99,403550,Sometimes You
"Casual, Indie",Over The Hills And Far Away - Official Soundtrack,2015-09-16,3.99,397490,"WarGirl Games,Seycara Music and Arts"
"Action, Adventure, Indie, RPG, Early Access",SnarfQuest Tales,2015-09-15,19.99,372340,Cellbloc Studios
"Casual, Indie",Over The Hills And Far Away,2015-09-16,8.99,396860,WarGirl Games
"Casual, Indie, Simulation, Strategy",Train Valley,2015-09-16,9.99,353640,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy"
"Indie, RPG, Simulation, Strategy",Black Closet,2015-09-16,19.99,400580,Hanako Games
"Action, Indie, RPG",Evil Hazard,2015-09-16,2.99,403440,Pixel Blitz Studios
Adventure,The Archetype,2015-09-18,1.99,391120,"Rafael Barreto,MacKenzie Kaser"
Racing,Motorhead,1998-09-30,4.99,393290,Urbanscan
"Indie, Strategy",RED Fuse: Rolling Explosive Device,2015-09-16,8.99,384660,Meteor Shock
"Action, Indie, Simulation",The Ultimate Showdown,2015-09-16,2.99,403010,Harrison Walters
"Action, Adventure, Indie",Three Heroes,2015-09-16,4.99,380020,Cats Who Play
Adventure,Black Sails - The Ghost Ship,2015-09-17,9.99,373240,Deck13
"Action, Adventure, Indie, Simulation",Dinosaur Hunt,2015-09-17,0.99,401190,Racing Bros
"Casual, Indie",Space Xonix,2015-09-17,1.99,382270,SRF Games
Strategy,Battle of the Bulge,2015-09-17,9.99,365560,Shenandoah Studio
"Indie, Simulation",Toilet Tycoon,2000-03-01,4.99,390220,Anvil-Soft
Simulation,Train Simulator,2009-07-12,24.99,24010,Dovetail Games
"Indie, Simulation, Strategy, Early Access",Star Command Galaxies,2015-09-17,14.99,402160,Warballoon
Indie,PANORAMICAL,2015-09-17,9.99,284260,"Fernando Ramallo,David Kanaga"
"Action, Adventure, Indie, RPG",Edge of Space,2015-09-17,14.99,238240,Handyman Studios
"Adventure, Indie",Adventurezator: When Pigs Fly,2015-09-17,19.99,300280,Pigasus Games
"Action, Indie",Clergy Splode,2015-09-17,0.99,403900,PiGravity
"Adventure, Indie",I Can't Escape: Darkness Original Soundtrack,2015-09-17,3.99,395450,Fancy Fish Games
"Adventure, Indie",I Can't Escape: Darkness,2015-09-17,11.99,346090,Fancy Fish Games
"Action, Indie",Death Ray Manta SE,2015-09-17,2.99,338760,The Future Of Videogames
"Casual, Strategy",Splendor,2015-09-17,9.99,376680,Days of Wonder
"Action, Adventure, Indie",TY the Tasmanian Tiger 4,2015-09-17,5.99,287840,Krome Studios
"Action, Adventure, Indie",TY the Tasmanian Tiger 4 - The Art of,2015-09-17,5.99,400720,Krome Studios
"Action, Adventure, Indie",TY the Tasmanian Tiger 4 - The Soundtrack Collection,2015-09-17,19.99,400721,Krome Studios
"Action, Indie",Xenocide Soundtrack,2015-09-18,Free,400120,Confused Genius
"Indie, Sports",Pumped BMX +,2015-09-18,9.99,392070,Yeah Us!
"Action, Adventure, Indie, Simulation, Early Access",CodeSpells,2015-09-18,19.99,324190,"Multi-Dimensional Games (Studio of ThoughtSTEM, LLC)"
"Action, Indie",Moonbase 332,2015-05-20,4.99,397580,PatchNoteStudio
"Indie, Sports",Pumped BMX + - Official Soundtrack,2015-09-18,3.99,403140,Yeah Us!
Adventure,Airport Madness: Time Machine,2015-09-18,6.99,402210,Big Fat Simulations Inc.
"Indie, RPG, Simulation, Strategy, Early Access",Forsaken Fortress Strategy,2015-09-18,9.99,344820,Photon Arena
"Action, Casual, Indie",Shmup Love Boom,2015-09-18,2.99,387110,Nick Howard
"Animation &amp; Modeling, Design &amp; Illustration, Web Publishing",ComiPo!: Work &amp; Training Wear,2015-09-18,17.99,297142,ComiPo! LLP
"Casual, Simulation",Rocksmith® 2014 – Breaking Benjamin - “Blow Me Away (ft. Valora)”,2015-09-22,2.99,369826,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Breaking Benjamin - “Polyamorous”,2015-09-22,2.99,369825,Ubisoft - San Francisco
"Casual, Indie",Mondrian - Abstraction in Beauty,2015-09-21,4.99,392780,Lantana Games
"Casual, Indie",Mondrian - Abstraction in Beauty: Original Game Soundtrack,2015-09-21,3.99,392810,Lantana Games
"Action, Indie, RPG",Quick Slick Deadly,2015-09-21,1.99,399270,Adventurous Productions
"Action, Indie, RPG, Strategy",The Red Solstice Soundtrack,2015-09-21,3.99,403910,Ironward
"Indie, Simulation, Early Access",Labyrinth Simulator,2015-09-21,4.99,391520,Phoenix Game and Publisher Studio
"Casual, RPG",GabeN: The Final Decision,2015-09-17,0.99,403740,Alex Zhang
"Action, Indie, RPG",BloodLust Shadowhunter,2015-09-21,12.99,280600,WRF Studios
Adventure,STASIS Deluxe Edition Upgrade,2015-09-21,4.99,398860,THE BROTHERHOOD
Strategy,Reiner Knizia's The Confrontation,2015-09-21,12.99,395190,"Offworld Games, LLC"
"Action, Indie, RPG, Strategy",Templar Battleforce,2015-09-21,9.99,370020,Trese Brothers
"Adventure, Indie, Strategy, Early Access",Erwin's Timewarp,2015-09-21,9.99,392690,Jayanam
"Action, Adventure, Indie",SOMA,2015-09-21,29.99,282140,Frictional Games
Indie,Laserlife,2015-09-22,14.99,323040,Choice Provisions
"Adventure, Casual",Dark Heritage: Guardians of Hope,2015-09-24,9.99,394280,"World Loom,House of Fables"
"Adventure, Indie",Invisible Apartment 2,2015-09-24,7.99,401200,"Milan Kazarka,Jeroen van Oosten"
"Action, Indie",Woof Blaster,2015-09-22,Free,397990,Fabian Jarrett
"Casual, Indie, Simulation",Doodle God,2015-09-24,11.99,348360,JoyBits Ltd.
"Casual, Indie, RPG, Strategy",Champions Of Chaos 2,2015-08-24,1.99,366100,Epic LLama
"Action, Adventure, Indie, Strategy",CortexGear: AngryDroids,2015-09-06,5.99,375620,"JH12world,Jordan Benoit"
"Animation &amp; Modeling, Design &amp; Illustration",MODO indie 10,2015-09-24,299.99,401090,The Foundry
"Adventure, Casual, Free to Play",Lost Lands: A Hidden Object Adventure,2015-09-24,Free to Play,392950,FIVE-BN GAMES
"Adventure, Indie",Silver Creek Falls - Chapter 1 Soundtrack,2015-09-24,0.99,405940,Sapphire Dragon Productions
"Adventure, Indie",Haywire on Fuel Station Zeta,2015-09-24,3.99,368970,Mad Goblin Games
"Indie, Simulation, Strategy",Project Tarvotan,2015-09-25,1.99,388660,JDRumble
"Casual, Indie",Hacker's Beat,2015-09-15,9.99,363650,TEAM TANDS PLUS
"Action, Casual, Indie, Strategy",Mold on Pizza 🍕,2015-09-25,5.99,387870,BTNcafe
"Action, Indie, Simulation",Space Thinger,2015-09-25,2.99,402670,Wytchlight
"Action, Indie",Mighty Gunvolt,2015-09-29,4.99,394600,"INTI CREATES CO., LTD."
"Adventure, Indie",The Bizarre Creations of Keith the Magnificent,2015-01-20,4.99,392730,Amund Farifteh
"Action, Casual, Indie",Toto Temple Deluxe,2015-09-29,9.99,342920,Juicy Beast
"Free to Play, Indie, Massively Multiplayer, Strategy",Астролорды: Облако Оорта,2015-09-29,Free to Play,385530,Aratog LLC
"Action, Adventure, Indie",Jotun: Valhalla Edition,2015-09-29,14.99,323580,Thunder Lotus Games
"Action, Adventure, Indie",Jotun: Original Soundtrack,2015-09-29,9.99,406470,Max LL
"RPG, Strategy",Might &amp; Magic® Heroes® VII,2015-09-29,49.99,321960,Limbic Entertainment
"Action, Casual, Indie, Racing",Hypership Out of Control,2015-09-29,1.99,354040,Fun Infused Games
Simulation,FSX: Steam Edition - 3D Lights Redux Add-On,2015-09-29,14.99,379233,A2A Simulations
Simulation,FSX: Steam Edition - Heinkel He219 Uhu (Owl) Add-On,2015-09-29,24.99,379549,A2A Simulations
"Casual, Indie",The Worm,2015-09-29,4.99,405070,Carlo D'Apostoli Projects
"Casual, Simulation",Rocksmith® 2014 – Brand New - “The Quiet Things That No One Ever Knows”,2015-09-29,2.99,369828,Ubisoft - San Francisco
"Action, Indie, Racing",Dino Run DX,2015-09-29,5.99,248330,Pixeljam
"Casual, Simulation",Rocksmith® 2014 – Brand New - “Sic Transit Gloria... Glory Fades”,2015-09-29,2.99,369829,Ubisoft - San Francisco
"Casual, Simulation","Rocksmith® 2014 – Brand New - “Okay I Believe You, But My Tommy Gun Don’t”",2015-09-29,2.99,390360,Ubisoft - San Francisco
"Adventure, Indie",Armikrog,2015-09-30,9.99,334120,Pencil Test Studios
"Action, Adventure, Indie, Early Access",Moonstrider,2015-09-30,11.99,398250,Triple Lasers
"Adventure, Casual, Indie, Simulation",OASE - Other Age Second Encounter,2010-09-16,19.99,400410,Zeiva Inc
"Indie, Simulation",Euro Truck Simulator 2 - Cabin Accessories,2015-09-30,3.99,388470,SCS Software
"Adventure, RPG, Simulation, Strategy",Swords &amp; Crossbones: An Epic Pirate Story,2015-09-30,4.99,383720,Epic Devs LLC
Indie,Eaten Alive,2015-09-20,0.99,403560,Space Cat Studios
"Action, Adventure, Casual, Indie, RPG",Never Ending Night,2015-09-30,0.99,344100,Dot Dream
"Adventure, Casual, Indie, Simulation",No Time To Live,2015-09-30,0.99,397940,Snail-Ninja Studio
"Action, Indie, Simulation, Strategy",A.I. Invasion,2015-09-30,9.99,386540,GameArt Studio GmbH
"Action, Adventure",Jim Power -The Lost Dimension,1993-12-10,4.99,370270,Digital Concepts
Action,Deception Costume Set,2015-09-30,34.99,403061,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Action,Fighter Force Costume Set,2015-09-30,24.99,403060,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Action,Costumes by Tamiki Wakaki Set,2015-09-30,29.99,403062,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"Adventure, Indie",Expand,2015-09-30,5.99,399780,"Chris Johnson,Chris Larkin"
Action,Hot Summer Costume Set,2015-09-30,19.99,403063,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Action,Falcom® Mashup Set,2015-09-30,34.99,382870,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"Action, Adventure, Indie",Luna Sky,2015-10-02,12.99,361600,Vovoid Media Technologies AB
"Audio Production, Design &amp; Illustration, Photo Editing, Utilities, Video Production, Web Publishing",ShareX,2007-10-15,Free,400040,ShareX Team
"Indie, Simulation",Game Corp DX,2015-10-02,2.99,399670,Endless Loop Studios
"Adventure, Indie",Neoncube,2015-10-02,0.99,382070,"David Lawrence,Nico Thomas"
"Action, Adventure",ZombieZoid® Zenith Soundtrack,2015-10-02,1.99,406370,Adhoc Games
"Action, Adventure",Luna Sky - Soundtrack,2015-10-02,1.99,403890,Vovoid Media Technologies AB
"Casual, Indie, Simulation, Strategy",Ant War: Domination,2015-10-02,2.99,406080,Anarchy Enterprises
Casual,Inventioneers,2015-10-05,6.99,395580,Filimundus
"Adventure, Indie, RPG, Simulation, Early Access",Novus Inceptio,2015-10-05,19.99,386590,McMagic Productions
"Action, Indie, Early Access",Super Sky Arena,2015-10-05,14.99,309900,Hammer Labs
"Action, Indie, RPG",Counter Spell,2015-10-05,9.99,351230,Abnormal Software
"Action, Casual, Indie",Anode,2015-10-05,3.99,401120,Kittehface Software
Racing,Velocity Stream,2015-10-05,9.99,395640,Cavelight Entertainment
"Action, Casual, Indie",Tiki Galore,2015-10-05,9.99,374680,Abyss Studios
"Indie, Simulation, Strategy",Prison Architect,2015-10-06,29.99,233450,Introversion Software
"RPG, Strategy",Devils &amp; Demons,2015-10-06,9.99,363960,HandyGames
"Action, Indie",Super Sky Arena Original Soundtrack,2015-10-05,7.99,408210,Hammer Labs
"Casual, Simulation",Rocksmith® 2014 – Kenny Wayne Shepherd - “Blue on Black”,2015-10-06,2.99,390362,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Joe Bonamassa - “Sloe Gin”,2015-10-06,2.99,390363,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Philip Sayce - “Out of My Mind”,2015-10-06,2.99,390364,Ubisoft - San Francisco
"Animation &amp; Modeling, Utilities",IPackThat,2015-10-06,64.99,363020,Piranha Bytes Distribution UG&amp;Co KG
"Casual, Simulation",Rocksmith® 2014 – Blues Rock Song Pack,2015-10-06,7.99,390365,Ubisoft - San Francisco
Software Training,Professor Teaches Photoshop Creative Cloud,2014-09-01,14.99,393340,Individual Software
Casual,Hidden Object Bundle 4 in 1,2014-06-01,7.99,347610,Alawar Entertainment
Simulation,FSX: Steam Edition - Active Sky Next Add-On,2015-10-07,24.99,364340,HiFi Technologies
Simulation,FSX: Steam Edition - Albatros D.III (Oef) 253,2015-10-07,9.99,379553,A2A Simulations
Simulation,Train Simulator: North Jersey Coast Line Route Add-On,2015-10-07,19.99,325970,Dovetail Games
"Adventure, Casual, Free to Play, Indie",The Secret of Tremendous Corporation: DLC,2015-10-12,1.29,384171,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej"
"Adventure, Casual, Free to Play, Indie",The Soundtrack of Tremendous Corporation,2015-10-12,0.99,384170,"Sebastian Krzyszkowiak,Kevin MacLeod,Jakub Marszałkowski,Michał Roszyk"
"Free to Play, Sports, Strategy",Soccer Manager 2016 VIP,2015-10-12,6.99,407140,Soccer Manager Ltd
"Adventure, Indie",This Book Is A Dungeon,2015-10-09,4.99,404690,Nathan Meunier
Indie,Masochisia,2015-10-09,7.99,396310,Oldblood
"Casual, Indie",Awe,2015-10-09,0.99,371450,Badland Development Studio
"Action, Adventure, Casual, Indie, Racing",Goggles - World of Vaporia,2015-10-09,7.99,398830,Bit2Good Ug
"Action, Indie, Strategy",Kaiju Panic,2015-10-09,9.99,352760,Mechabit Ltd
"Action, Racing, Sports",Slipstream 5000,1995-12-31,5.99,306350,"Gremlin Interactive,The Software Refinery"
"Action, Adventure",Normality,1996-06-30,5.99,400370,Gremlin Interactive
"Action, Adventure, Indie, Racing",Goggles - World of Vaporia - Soundtrack,2015-10-09,6.99,405660,Bit2Good Ug
"Adventure, Indie, RPG",Trigger Saint,2015-10-09,6.99,354770,Aaron Arcand
"Action, Casual, Indie",Castles,2015-10-09,2.99,384010,Whootgames
Indie,Return NULL - Episode 2,2015-10-09,1.99,402680,Michael Lückgen
"Action, Adventure, Casual, Indie, Strategy",Trap Them - Sniper Edition,2015-10-09,3.99,407150,Juri Schupilo
"Casual, Simulation",Rocksmith® 2014 – Kiss - “Strutter”,2015-10-13,2.99,390367,Ubisoft - San Francisco
"Action, Indie, RPG",Faron's Fate,2015-08-14,3.99,409360,Winter Drake Teller
Casual,Paint it Back,2015-10-14,7.99,385250,Casual Labs
"Action, Indie",Rumble,2015-10-14,1.99,409630,Overflow
Adventure,The Men of Yoshiwara: Kikuya,2015-10-15,29.99,381100,Dogenzaka Lab
"Casual, Indie",Escape from Puzzlegate,2015-10-14,1.99,404810,Moleworks
Action,Zenohell,2015-10-15,9.99,402030,Team Grybanser Fox
"Adventure, RPG",Lands of Hope Redemption,2014-06-08,1.99,403490,Regal Computer Services
"Action, Adventure, Indie",Downwell,2015-10-15,2.99,360740,Moppin
Strategy,Panzer Corps Sea Lion,2015-10-15,9.99,389420,"Flashback Games,The Lordz Games Studio"
"Action, Adventure, Indie",Mushroom 11,2015-10-15,14.99,243160,Untame
"Action, Adventure, Indie",Mushroom 11 Soundtrack - The Future Sound of London,2015-10-15,9.99,408070,"Untame,The Future Sound of London"
"Action, Adventure, Casual, Indie",Broforce,2015-10-15,14.99,274190,Free Lives
"Adventure, Casual, Simulation",Demigods,2015-10-13,3.99,409130,Realore
"Action, Adventure, Casual, Indie",Broforce: The Soundtrack,2015-10-15,4.99,410790,Free Lives
"Action, Indie, RPG",Faron's Fate - Original Soundtrack,2015-10-15,0.99,410260,Winter Drake Teller
"Action, Free to Play, Simulation, Strategy",War of Beach,2015-10-15,Free to Play,398840,LUCKY GIRLS LIMITED
"Action, Adventure, Indie",Knight Adventure,2015-10-15,0.99,409420,Syberstudio
"Action, Adventure, RPG, Strategy","Warhammer 40,000: Deathwatch - Enhanced Edition",2015-10-16,14.99,394450,Rodeo Games
"Action, Adventure, Indie, RPG, Early Access",Zombie Grinder,2015-10-16,8.99,263920,TwinDrills
Adventure,Go! Go! Nippon! 2015,2015-10-16,7.99,397030,OVERDRIVE
"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Lonath Online,2015-10-16,6.99,407700,4NetGames
"Action, Indie, RPG",Flamebreak,2016-03-15,9.99,399640,Nimbly Games
"Action, Adventure, Indie",Dark Years,2015-10-16,14.99,382160,RSK Entertainment
Audio Production,MAGIX Music Maker 2016 Live,2015-10-19,99.99,386550,MAGIX Software GmbH
"Adventure, Casual, Simulation, Strategy",Roads of Rome 3,2015-10-19,3.99,411530,Realore
"Simulation, Strategy",Dungeon Manager ZV,2015-10-16,9.99,402300,StudioGIW
"Adventure, Casual, Simulation, Strategy",Island Tribe,2015-10-19,2.99,411550,Realore
Simulation,3d Engineers,2015-02-10,11.99,345030,Robert Dahlenburg
RPG,Tales of Zestiria - Seaside Resort Costumes Set,2015-10-19,6.99,382464,BANDAI NAMCO Studio Inc.
RPG,Tales of Zestiria,2015-10-19,49.99,351970,BANDAI NAMCO Studio Inc.
"Action, Adventure, Indie, RPG",Deathstate: Abyssal Edition,2015-10-19,9.99,402120,Bread Machine Games
"Action, Adventure",Overlord: Fellowship of Evil,2015-10-19,18.99,306670,Codemasters
"Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN - Sneaking Suit (The Boss),2015-10-20,0.99,406590,Konami Digital Entertainment
"Action, Adventure",Life is Strange - Episode 5,2015-10-19,19.99,329930,"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)"
"Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN - Western Tack,2015-10-20,0.99,406610,Konami Digital Entertainment
"Indie, Early Access",Dolguth,2015-10-20,5.99,391190,Boiagames
"Action, Indie, Racing, Sports",Rocket League® - Back to the Future™ Car Pack,2015-10-21,1.99,405170,"Psyonix, Inc."
"Adventure, Simulation",COAST GUARD,2015-10-21,14.99,361200,Reality Twist GmbH
"Action, Adventure, Indie, RPG",Legends of Dawn Reborn,2015-10-20,29.99,403200,Dreamatrix
"Action, Casual, Indie, RPG, Simulation, Strategy",Microcosmum: survival of cells - Random levels,2015-10-23,1.99,412000,Alexander Byzov
"Adventure, Casual, Simulation, Strategy",Jane's Realty,2015-10-21,2.99,412440,Realore
"Adventure, Casual, Indie, Simulation",How to Take Off Your Mask - Theme Song,2015-10-21,2.99,411730,Trial &amp; Error
Simulation,A-Train 9 V4.0 : Japan Rail Simulator,2015-10-21,59.99,278550,ARTDINK
"Indie, Simulation, Strategy",Kingdom: Classic,2015-10-21,4.99,368230,"Noio,Licorice"
"Adventure, Casual",Lost Legends: The Weeping Woman Collector's Edition,2015-10-21,14.99,397440,Gunnar Games
"Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN - Tuxedo,2015-10-20,0.99,406580,Konami Digital Entertainment
"Action, Indie, Early Access",Noct,2015-10-21,9.99,330570,C3SK
"Adventure, Indie, RPG",The Dwarf Run,2015-10-21,8.99,395420,Alexander Mirdzveli
"Indie, Simulation, Strategy",Armor Clash,2015-10-22,4.99,395600,Windforce
